[Gene ID]	[Transcript ID]	[Gene Name or Symbol]	[Previous ID(s)]	
TGME49_257120	TGME49_257120-t26_1	ST1	Previous IDs: 1934.t000120, 55.m04677, TGME49_057120, TgGLEAN_4378, TgGlmHMM_3929, TgTigrScan_7130, TgTwinScan_6558, mrna.TGME49_057120A, tigr:cds.TGME49_057120A<br>	
TGME49_257130	TGME49_257130-t26_1	N/A	Previous IDs: 1934.t000121, 55.m04678, TGME49_057130, TgGLEAN_4255, TgGLEAN_4256, TgGlmHMM_3930, TgTigrScan_7131, TgTigrScan_7132, TgTwinScan_6559, TgTwinScan_6560, mrna.TGME49_057130A, tigr:cds.TGME49_057130A<br>	
TGME49_257140	TGME49_257140-t26_1	N/A	Previous IDs: TGME49_057140<br>	
TGME49_257150	TGME49_257150-t26_1	N/A	Previous IDs: 1934.t000122, 55.m04680, TGME49_057150, TgGLEAN_4255, TgGlmHMM_3930, TgTigrScan_7133, TgTwinScan_6561, mrna.TGME49_057150A, tigr:cds.TGME49_057150A<br>	
TGME49_257160	TGME49_257160-t26_1	N/A	Previous IDs: 1934.t000123, 55.m04681, TGME49_057160, TgGLEAN_4379, TgGlmHMM_3931, TgTigrScan_7134, TgTwinScan_6563, mrna.TGME49_057160A, tigr:cds.TGME49_057160A<br>	
TGME49_257170	TGME49_257170-t26_1	N/A	Previous IDs: 1934.t000124, 55.m04682, TGME49_057170, TgGLEAN_4253, TgGlmHMM_3932, TgTigrScan_7135, TgTwinScan_6564, mrna.TGME49_057170A, tigr:cds.TGME49_057170A<br>	
TGME49_257180	TGME49_257180-t26_1	N/A	Previous IDs: 1934.t000125, 55.m04683, TGME49_057180, TgGLEAN_4380, TgGLEAN_4381, TgGlmHMM_3933, TgTigrScan_7136, TgTigrScan_7138, TgTwinScan_6565, mrna.TGME49_057180A, tigr:cds.TGME49_057180A<br>	
TGME49_257290	TGME49_257290-t26_1	N/A	Previous IDs: 1934.t000126, 55.m04685, TGME49_057290, TgGLEAN_4382, TgGlmHMM_3933, TgTigrScan_7139, TgTwinScan_6566, mrna.TGME49_057290A, tigr:cds.TGME49_057290A<br>	
TGME49_257300	TGME49_257300-t26_1	N/A	Previous IDs: 1934.t000127, 55.m04686, TGME49_057300, TgGLEAN_4252, TgGlmHMM_3934, TgTigrScan_7140, TgTigrScan_7141, TgTwinScan_6567, mrna.TGME49_057300A, tigr:cds.TGME49_057300A<br>	
TGME49_257310	TGME49_257310-t26_1	N/A	Previous IDs: 1934.t000128, 55.m04687, TGME49_057310, TgGLEAN_4252, TgGlmHMM_3934, TgTigrScan_7141, TgTwinScan_6569, mrna.TGME49_057310A, tigr:cds.TGME49_057310A<br>	
TGME49_257330	TGME49_257330-t26_1	N/A	Previous IDs: 1934.t000129, 55.m04688, TGME49_057330, TgGLEAN_4384, TgGlmHMM_3935, TgTigrScan_7143, TgTwinScan_6570, mrna.TGME49_057330A, tigr:cds.TGME49_057330A<br>	
TGME49_257340	TGME49_257340-t26_1	N/A	Previous IDs: 1934.t000130, 55.m08213, TGME49_057340, TgGLEAN_4251, TgGlmHMM_3936, TgTigrScan_7144, TgTwinScan_6571, mrna.TGME49_057340A, tigr:cds.TGME49_057340A<br>	
TGME49_257350	TGME49_257350-t26_1	N/A	Previous IDs: 1934.t000131, 55.m00269, TGME49_057350, TgGLEAN_4250, TgGlmHMM_3936, TgTigrScan_7144, TgTwinScan_6572, mrna.TGME49_057350A, tigr:cds.TGME49_057350A<br>	
TGME49_257360	TGME49_257360-t26_1	N/A	Previous IDs: 1934.t000132, 55.m10274, TGME49_057360, TgGLEAN_4249, TgGlmHMM_3936, TgTigrScan_7144, TgTwinScan_6573, mrna.TGME49_057360A, tigr:cds.TGME49_057360A<br>	
TGME49_257370	TGME49_257370-t26_1	N/A	Previous IDs: 1934.t000133, 55.m04690, TGME49_057370, TgGLEAN_4247, TgGlmHMM_3936, TgTigrScan_7146, TgTwinScan_6574, mrna.TGME49_057370A, tigr:cds.TGME49_057370A<br>	
TGME49_257380	TGME49_257380-t26_1	N/A	Previous IDs: 1934.t000134, 55.m04691, TGME49_057380, TgGLEAN_4246, TgGlmHMM_3937, TgTigrScan_7147, TgTwinScan_6575, mrna.TGME49_057380A, tigr:cds.TGME49_057380A<br>	
TGME49_257383	TGME49_257383-t26_1	N/A	Previous IDs: TGME49_057383<br>	
TGME49_257386	TGME49_257386-t26_1	N/A	Previous IDs: TGME49_057386<br>	
TGME49_257390	TGME49_257390-t26_1	N/A	Previous IDs: 1934.t000135, 55.m04692, TGME49_057390, TgGLEAN_4245, TgGlmHMM_3937, TgTigrScan_7148, TgTigrScan_7149, TgTwinScan_6576, mrna.TGME49_057390A, tigr:cds.TGME49_057390A<br>	
TGME49_257420	TGME49_257420-t26_1	N/A	Previous IDs: 1934.t000136, 55.m04693, TGME49_057420, TgGLEAN_4385, TgGlmHMM_3938, TgTigrScan_7151, TgTwinScan_6577, mrna.TGME49_057420A, tigr:cds.TGME49_057420A<br>	
TGME49_257430	TGME49_257430-t26_1	N/A	Previous IDs: 1934.t000137, 55.m04694, TGME49_057430, TgGLEAN_4244, TgGlmHMM_3939, TgTigrScan_7152, TgTwinScan_6578, mrna.TGME49_057430A, tigr:cds.TGME49_057430A<br>	
TGME49_257440	TGME49_257440-t26_1	N/A	Previous IDs: 1934.t000138, 55.m04695, TGME49_057440, TgGlmHMM_3940, TgTigrScan_7153, mrna.TGME49_057440A, tigr:cds.TGME49_057440A<br>	
TGME49_257460	TGME49_257460-t26_1	N/A	Previous IDs: 1934.t000139, 55.m00066, TGME49_057460, TgGlmHMM_3940, mrna.TGME49_057460A, tigr:cds.TGME49_057460A<br>	
TGME49_257470	TGME49_257470-t26_1	N/A	Previous IDs: 1934.t000140, 55.m04696, TGME49_057470, TgGLEAN_4243, TgGlmHMM_3941, TgTigrScan_7154, TgTwinScan_6580, mrna.TGME49_057470A, tigr:cds.TGME49_057470A<br>	
TGME49_257480	TGME49_257480-t26_1	N/A	Previous IDs: 1934.t000141, 55.m04697, TGME49_057480, TgGLEAN_4387, TgGlmHMM_3942, TgTigrScan_7155, TgTwinScan_6582, mrna.TGME49_057480A, tigr:cds.TGME49_057480A<br>	
TGME49_257490	TGME49_257490-t26_1	N/A	Previous IDs: 1934.t000142, 55.m04698, TGME49_057490, TgGLEAN_4242, TgGlmHMM_3943, TgTigrScan_7156, TgTwinScan_6583, mrna.TGME49_057490A, tigr:cds.TGME49_057490A<br>	
TGME49_257500	TGME49_257500-t26_1	N/A	Previous IDs: 1934.t000143, 55.m04699, TGME49_057500, TgGLEAN_4241, TgGlmHMM_3943, TgTigrScan_7156, TgTwinScan_6584, mrna.TGME49_057500A, tigr:cds.TGME49_057500A<br>	
TGME49_257510	TGME49_257510-t26_1	N/A	Previous IDs: 1934.t000144, 55.m00068, TGME49_057510, TgGLEAN_4388, TgGlmHMM_3944, TgTigrScan_7158, TgTwinScan_6585, mrna.TGME49_057510A, tigr:cds.TGME49_057510A<br>	
TGME49_257520	TGME49_257520-t26_1	N/A	Previous IDs: 1934.t000145, 55.m04701, TGME49_057520, TgGLEAN_4240, TgGlmHMM_3945, TgTigrScan_7159, TgTwinScan_6586, mrna.TGME49_057520A, tigr:cds.TGME49_057520A<br>	
TGME49_257530	TGME49_257530-t26_1	N/A	Previous IDs: 1934.t000146, 55.m04702, TGME49_057530, TgGLEAN_4389, TgGlmHMM_3946, TgTigrScan_7161, TgTwinScan_6587, mrna.TGME49_057530A, tigr:cds.TGME49_057530A<br>	
TGME49_257540	TGME49_257540-t26_1	N/A	Previous IDs: 1934.t000147, 55.m10273, TGME49_057540, TgGLEAN_4239, TgGlmHMM_3947, TgTigrScan_7162, TgTwinScan_6588, mrna.TGME49_057540A, tigr:cds.TGME49_057540A<br>	
TGME49_257550	TGME49_257550-t26_1	N/A	Previous IDs: 1934.t000148, 55.m04704, TGME49_057550, TgGLEAN_4390, TgGlmHMM_3948, TgTigrScan_7163, TgTigrScan_7164, TgTwinScan_6589, mrna.TGME49_057550A, tigr:cds.TGME49_057550A<br>	
TGME49_257560	TGME49_257560-t26_1	N/A	Previous IDs: 1934.t000149, 55.m04705, TGME49_057560, TgGLEAN_4238, TgGlmHMM_3949, TgTigrScan_7165, TgTwinScan_6590, mrna.TGME49_057560A, tigr:cds.TGME49_057560A<br>	
TGME49_257568	TGME49_257568-t26_1	N/A	Previous IDs: 1934.t000150, 55.m04706, TGME49_057570, TgGLEAN_4391, TgGlmHMM_3950, TgTigrScan_7166, TgTwinScan_6591<br>	
TGME49_257572	TGME49_257572-t26_1	N/A	Previous IDs: 1934.t000151, TGME49_057570, TgGLEAN_4391, TgGlmHMM_3950, TgTigrScan_7166, TgTwinScan_6591, mrna.TGME49_057570A, tigr:cds.TGME49_057570A<br>	
TGME49_257580	TGME49_257580-t26_1	N/A	Previous IDs: 1934.t000152, TGME49_057580, TgTigrScan_7167, TgTwinScan_6592, mrna.TGME49_057580A, tigr:cds.TGME49_057580A<br>	
TGME49_257595	TGME49_257595-t26_1	N/A	Previous IDs: 1934.t000153, 55.m04707, 55.m10272, TGME49_057590, TGME49_057600, TgGLEAN_4237, TgGlmHMM_3951, TgTigrScan_7168, TgTwinScan_6593, TgTwinScan_6594, mrna.TGME49_057590A, mrna.TGME49_057600A, tigr:cds.TGME49_057590A, tigr:cds.TGME49_057600A<br>	
TGME49_257610	TGME49_257610-t26_1	N/A	Previous IDs: 1934.t000154, 55.m04708, TGME49_057610, TgGLEAN_4236, TgGlmHMM_3951, TgTigrScan_7169, TgTwinScan_6594, mrna.TGME49_057610A, tigr:cds.TGME49_057610A<br>	
TGME49_257625	TGME49_257625-t26_1	N/A	Previous IDs: 1934.t000155, 55.m04709, 55.m10271, TGME49_057620, TGME49_057630, TgGlmHMM_3951, TgTigrScan_7171, TgTwinScan_6595, TgTwinScan_6596, mrna.TGME49_057620A, mrna.TGME49_057630A, tigr:cds.TGME49_057620A, tigr:cds.TGME49_057630A<br>	
TGME49_257640	TGME49_257640-t26_1	N/A	Previous IDs: 1934.t000156, 55.m04710, TGME49_057640, TgGLEAN_4235, TgGlmHMM_3952, TgTigrScan_7172, TgTwinScan_6597, mrna.TGME49_057640A, tigr:cds.TGME49_057640A<br>	
TGME49_257650	TGME49_257650-t26_1	N/A	Previous IDs: 1934.t000157, 55.m04711, TGME49_057650, TgTigrScan_7173, TgTwinScan_6598, mrna.TGME49_057650A, tigr:cds.TGME49_057650A<br>	
TGME49_257670	TGME49_257670-t26_1	N/A	Previous IDs: 1934.t000158, 55.m04712, TGME49_057670, TgGlmHMM_3953, TgTigrScan_7174, TgTwinScan_6599, mrna.TGME49_057670A, tigr:cds.TGME49_057670A<br>	
TGME49_257680	TGME49_257680-t26_1	N/A	Previous IDs: 1934.t000159, 55.m00021, TGME49_057680, TgGLEAN_4231, TgGLEAN_4232, TgGlmHMM_3955, TgTigrScan_6250, TgTigrScan_7175, TgTwinScan_6602, mrna.TGME49_057680A, tigr:cds.TGME49_057680A<br>	
TGME49_257685	TGME49_257685-t26_1	N/A	Previous IDs: 1934.t000160, TGME49_057685<br>	
TGME49_257690	TGME49_257690-t26_1	N/A	Previous IDs: 1934.t000161, 55.m04714, TGME49_057690, TgGLEAN_4393, TgGlmHMM_3956, TgTigrScan_6251, TgTwinScan_6603, mrna.TGME49_057690A, tigr:cds.TGME49_057690A<br>	
TGME49_257700	TGME49_257700-t26_1	N/A	Previous IDs: 1934.t000162, 55.m10270, TGME49_057700, TgGLEAN_4230, TgTigrScan_6252, mrna.TGME49_057700A, tigr:cds.TGME49_057700A<br>	
TGME49_257710	TGME49_257710-t26_1	ALP5	Previous IDs: 1934.t000163, 55.m00071, TGME49_057710, TgGLEAN_4394, TgGlmHMM_3958, TgTigrScan_6253, TgTwinScan_6605, mrna.TGME49_057710A, tigr:cds.TGME49_057710A<br>	
TGME49_257720	TGME49_257720-t26_1	N/A	Previous IDs: 1934.t000164, 55.m04716, TGME49_057720, TgGLEAN_4229, TgGlmHMM_3959, TgTigrScan_6254, TgTigrScan_6255, TgTwinScan_6607, mrna.TGME49_057720A, tigr:cds.TGME49_057720A<br>	
TGME49_257730	TGME49_257730-t26_1	N/A	Previous IDs: 1934.t000165, 55.m08212, TGME49_057730, TgGLEAN_4228, TgGlmHMM_3959, TgTigrScan_6256, TgTwinScan_6608, mrna.TGME49_057730A, tigr:cds.TGME49_057730A<br>	
TGME49_257740	TGME49_257740-t26_1	N/A	Previous IDs: 1934.t000166, 55.m00072, TGME49_057740, TgGLEAN_4395, TgGlmHMM_3960, TgTigrScan_6257, TgTwinScan_6609, mrna.TGME49_057740A, tigr:cds.TGME49_057740A<br>	
TGME49_257750	TGME49_257750-t26_1	N/A	Previous IDs: 1934.t000167, 55.m04718, TGME49_057750, TgGLEAN_4227, TgGlmHMM_3961, TgTigrScan_6258, TgTwinScan_6610, mrna.TGME49_057750A, tigr:cds.TGME49_057750A<br>	
TGME49_257755	TGME49_257755-t26_1	N/A	Previous IDs: 1934.t000168, TGME49_057755<br>	
TGME49_257760	TGME49_257760-t26_1	N/A	Previous IDs: 1934.t000169, 55.m04719, TGME49_057760, TgGLEAN_4396, TgGlmHMM_3962, TgTigrScan_6259, TgTwinScan_6611, mrna.TGME49_057760A, tigr:cds.TGME49_057760A<br>	
TGME49_257770	TGME49_257770-t26_1	SET2	Previous IDs: 1934.t000170, 55.m04720, TGME49_057770, TgGLEAN_4226, TgGlmHMM_3963, TgTigrScan_6260, TgTwinScan_6612, TgTwinScan_6613, mrna.TGME49_057770A, tigr:cds.TGME49_057770A<br>	
TGME49_257780	TGME49_257780-t26_1	N/A	Previous IDs: 1934.t000171, 55.m04721, TGME49_057780, TgGLEAN_4398, TgGlmHMM_3964, TgTigrScan_6263, TgTwinScan_6614, mrna.TGME49_057780A, tigr:cds.TGME49_057780A<br>	
TGME49_257790	TGME49_257790-t26_1	HDAC4	Previous IDs: 1934.t000172, 55.m04722, TGME49_057790, TgGLEAN_4225, TgGlmHMM_3965, TgTigrScan_6264, TgTwinScan_6615, mrna.TGME49_057790A, tigr:cds.TGME49_057790A<br>	
TGME49_257800	TGME49_257800-t26_1	N/A	Previous IDs: 1934.t000173, 55.m04723, TGME49_057800, TgGLEAN_4399, TgGlmHMM_3966, TgTigrScan_6266, TgTwinScan_6616, mrna.TGME49_057800A, tigr:cds.TGME49_057800A<br>	
TGME49_257810	TGME49_257810-t26_1	N/A	Previous IDs: 1934.t000174, TGME49_057810, TgGLEAN_4224, TgGlmHMM_3967, TgTigrScan_6267, TgTwinScan_6617, mrna.TGME49_057810A, tigr:cds.TGME49_057810A<br>	
TGME49_257910	TGME49_257910-t26_1	N/A	Previous IDs: 1934.t000175, TGME49_057910<br>	
TGME49_257925	TGME49_257925-t26_1	N/A	Previous IDs: 1934.t000177, 55.m10268, 55.m10269, TGME49_057920, TGME49_057930, TgGlmHMM_3968, TgTigrScan_6276, mrna.TGME49_057920A, mrna.TGME49_057930A, tigr:cds.TGME49_057920A, tigr:cds.TGME49_057930A<br>	
TGME49_257945	TGME49_257945-t26_1	N/A	Previous IDs: 1934.t000178, 55.m10267, TGME49_057940, TGME49_057950, TgGLEAN_4222, TgGLEAN_4403, TgGlmHMM_3969, TgTigrScan_6279, TgTwinScan_6624, TgTwinScan_6625, mrna.TGME49_057940A, mrna.TGME49_057950A, tigr:cds.TGME49_057940A, tigr:cds.TGME49_057950A<br>	
TGME49_257960	TGME49_257960-t26_1	N/A	Previous IDs: 1934.t000179, 55.m04726, TGME49_057960, TgGLEAN_4404, TgGlmHMM_3969, TgTigrScan_6279, TgTwinScan_6626, mrna.TGME49_057960A, tigr:cds.TGME49_057960A<br>	
TGME49_257970	TGME49_257970-t26_1	N/A	Previous IDs: 1934.t000180, 55.m04727, TGME49_057970, TgGLEAN_4221, TgGlmHMM_3970, TgTigrScan_6280, TgTwinScan_6627, mrna.TGME49_057970A, tigr:cds.TGME49_057970A<br>	
TGME49_257980	TGME49_257980-t26_1	N/A	Previous IDs: 1934.t000181, 55.m04728, TGME49_057980, TgGLEAN_4405, TgGlmHMM_3971, TgTigrScan_6281, TgTwinScan_6628, mrna.TGME49_057980A, tigr:cds.TGME49_057980A<br>	
TGME49_257990	TGME49_257990-t26_1	N/A	Previous IDs: 1934.t000182, 55.m04729, TGME49_057990, TgGLEAN_4220, TgGlmHMM_3972, TgTigrScan_6282, TgTwinScan_6629, mrna.TGME49_057990A, tigr:cds.TGME49_057990A<br>	
TGME49_258000	TGME49_258000-t26_1	N/A	Previous IDs: 1934.t000183, TGME49_058000, TgGLEAN_4219, TgGlmHMM_3972, TgTigrScan_6283, TgTwinScan_6630, mrna.TGME49_058000A, tigr:cds.TGME49_058000A<br>	
TGME49_258010	TGME49_258010-t26_1	N/A	Previous IDs: 1934.t000184, 55.m04730, TGME49_058010, TgGLEAN_4406, TgGlmHMM_3973, TgTigrScan_6284, TgTigrScan_6285, TgTwinScan_6631, mrna.TGME49_058010A, tigr:cds.TGME49_058010A<br>	
TGME49_258020	TGME49_258020-t26_1	N/A	Previous IDs: 1934.t000185, 55.m04731, TGME49_058020, TgGLEAN_4407, TgGlmHMM_3973, TgTigrScan_6285, TgTwinScan_6632, mrna.TGME49_058020A, tigr:cds.TGME49_058020A<br>	
TGME49_258030	TGME49_258030-t26_1	N/A	Previous IDs: 1934.t000186, 55.m04733, TGME49_058030, TgGLEAN_4408, TgGlmHMM_3974, TgTigrScan_6285, TgTwinScan_6633, mrna.TGME49_058030A, tigr:cds.TGME49_058030A<br>	
TGME49_258040	TGME49_258040-t26_1	N/A	Previous IDs: 1934.t000698, 55.m10288, TGME49_058040, TgTigrScan_6285, mrna.TGME49_058040A, tigr:cds.TGME49_058040A<br>	
TGME49_258050	TGME49_258050-t26_1	ALP2A	Previous IDs: 1934.t000187, 55.m08218, TGME49_058050, TgGLEAN_4218, TgGlmHMM_3975, TgTigrScan_6286, TgTwinScan_6634, mrna.TGME49_058050A, tigr:cds.TGME49_058050A<br>	
TGME49_258060	TGME49_258060-t26_1	N/A	Previous IDs: 1934.t000188, 55.m00267, TGME49_058060, TgGLEAN_4217, TgGlmHMM_3975, TgTigrScan_6286, TgTwinScan_6635, TgTwinScan_6636, mrna.TGME49_058060A, tigr:cds.TGME49_058060A<br>	
TGME49_258070	TGME49_258070-t26_1	N/A	Previous IDs: 1934.t000189, 55.m04737, TGME49_058070, TgGLEAN_4409, TgGlmHMM_3976, TgTigrScan_6287, TgTwinScan_6637, mrna.TGME49_058070A, tigr:cds.TGME49_058070A<br>	
TGME49_258080	TGME49_258080-t26_1	N/A	Previous IDs: 1934.t000190, 55.m04739, TGME49_058080, TgGLEAN_4216, TgGlmHMM_3977, TgTigrScan_6288, TgTwinScan_6638, mrna.TGME49_058080A, tigr:cds.TGME49_058080A<br>	
TGME49_258085	TGME49_258085-t26_1	N/A	Previous IDs: 1934.t000191, TGME49_058085<br>	
TGME49_258090	TGME49_258090-t26_1	N/A	Previous IDs: 1934.t000192, 55.m04740, TGME49_058090, TgGLEAN_4410, TgGlmHMM_3978, TgTigrScan_6289, TgTwinScan_6639, mrna.TGME49_058090A, tigr:cds.TGME49_058090A<br>	
TGME49_258100	TGME49_258100-t26_1	N/A	Previous IDs: 1934.t000193, 55.m04740, TGME49_058100, TgGLEAN_4411, TgGlmHMM_3978, TgTigrScan_6289, TgTwinScan_6640, mrna.TGME49_058100A, tigr:cds.TGME49_058100A<br>	
TGME49_258105	TGME49_258105-t26_1	N/A	Previous IDs: 1934.t000194, TGME49_058105<br>	
TGME49_258110	TGME49_258110-t26_1	N/A	Previous IDs: 1934.t000195, 55.m04741, TGME49_058110, TgGLEAN_4412, TgGlmHMM_3978, TgTigrScan_6289, TgTwinScan_6641, mrna.TGME49_058110A, tigr:cds.TGME49_058110A<br>	
TGME49_258120	TGME49_258120-t26_1	N/A	Previous IDs: 1934.t000196, 55.m10289, TGME49_058120, TgGLEAN_4413, TgGlmHMM_3978, TgTigrScan_6290, mrna.TGME49_058120A, tigr:cds.TGME49_058120A<br>	
TGME49_258130	TGME49_258130-t26_1	N/A	Previous IDs: 1934.t000197, 55.m04742, TGME49_058130, TgGLEAN_4215, TgGlmHMM_3979, TgTigrScan_6291, TgTwinScan_6643, mrna.TGME49_058130A, tigr:cds.TGME49_058130A<br>	
TGME49_258140	TGME49_258140-t26_1	N/A	Previous IDs: 1934.t000705, 55.m10290, TGME49_058140, TgTigrScan_6292, mrna.TGME49_058140A, tigr:cds.TGME49_058140A<br>	
TGME49_258150	TGME49_258150-t26_1	N/A	Previous IDs: 1934.t000198, 55.m00081, TGME49_058150, TgGLEAN_4414, TgGlmHMM_3980, TgTigrScan_6292, TgTwinScan_6644, mrna.TGME49_058150A, tigr:cds.TGME49_058150A<br>	
TGME49_258160	TGME49_258160-t26_1	N/A	Previous IDs: 1934.t000199, 55.m08211, TGME49_058160, TgGLEAN_4214, TgGlmHMM_3981, TgTigrScan_6293, TgTwinScan_6645, mrna.TGME49_058160A, tigr:cds.TGME49_058160A<br>	
TGME49_258170	TGME49_258170-t26_1	N/A	Previous IDs: 1934.t000200, 55.m04744, TGME49_058170, TgGLEAN_4213, TgGlmHMM_3981, TgTigrScan_6294, TgTwinScan_6646, mrna.TGME49_058170A, tigr:cds.TGME49_058170A<br>	
TGME49_258180	TGME49_258180-t26_1	N/A	Previous IDs: 1934.t000201, TGME49_058180, TgGLEAN_4415, TgGlmHMM_3982, TgTigrScan_6295, TgTwinScan_6647, mrna.TGME49_058180A, tigr:cds.TGME49_058180A<br>	
TGME49_258200	TGME49_258200-t26_1	N/A	Previous IDs: 1934.t000202, 55.m04746, TGME49_058200, TgGLEAN_4212, TgGlmHMM_3983, TgTigrScan_6296, TgTwinScan_6648, mrna.TGME49_058200A, tigr:cds.TGME49_058200A<br>	
TGME49_258210	TGME49_258210-t26_1	N/A	Previous IDs: 1934.t000203, 55.m04747, TGME49_058210, TgGLEAN_4211, TgGlmHMM_3984, TgTigrScan_6297, TgTwinScan_6649, mrna.TGME49_058210A, tigr:cds.TGME49_058210A<br>	
TGME49_258220	TGME49_258220-t26_1	N/A	Previous IDs: 1934.t000204, TGME49_058220, TgGlmHMM_3985, mrna.TGME49_058220A, tigr:cds.TGME49_058220A<br>	
TGME49_258225	TGME49_258225-t26_1	N/A	Previous IDs: 1934.t000205, TGME49_058225<br>	
TGME49_258230	TGME49_258230-t26_1	ROP20	Previous IDs: 1934.t000206, 55.m04748, TGME49_058230, TgGLEAN_4416, TgGlmHMM_3985, TgTigrScan_6298, mrna.TGME49_058230A, tigr:cds.TGME49_058230A<br>	
TGME49_258240	TGME49_258240-t26_1	N/A	Previous IDs: 1934.t000207, 55.m04750, TGME49_058240, TgGLEAN_4417, TgGlmHMM_3985, TgTigrScan_6299, TgTigrScan_6301, TgTwinScan_6651, TgTwinScan_6652, mrna.TGME49_058240A, tigr:cds.TGME49_058240A<br>	
TGME49_258350	TGME49_258350-t26_1	N/A	Previous IDs: 1934.t000208, 55.m04751, TGME49_058350, TgGLEAN_4418, TgGlmHMM_3985, TgTigrScan_6302, TgTwinScan_6653, mrna.TGME49_058350A, tigr:cds.TGME49_058350A<br>	
TGME49_258360	TGME49_258360-t26_1	N/A	Previous IDs: 1934.t000209, 55.m04752, TGME49_058360, TgGLEAN_4419, TgGlmHMM_3985, TgTigrScan_6303, TgTwinScan_6655, mrna.TGME49_058360A, tigr:cds.TGME49_058360A<br>	
TGME49_258370	TGME49_258370-t26_1	ROP28	Previous IDs: 1934.t000210, 55.m10291, TGME49_058370, TgGLEAN_4420, TgGlmHMM_3986, mrna.TGME49_058370A, tigr:cds.TGME49_058370A<br>	
TGME49_258380	TGME49_258380-t26_1	N/A	Previous IDs: 1934.t000211, 55.m04754, TGME49_058380, TgGLEAN_4207, TgGlmHMM_3987, TgTigrScan_6304, TgTwinScan_6657, mrna.TGME49_058380A, tigr:cds.TGME49_058380A<br>	
TGME49_258390	TGME49_258390-t26_1	N/A	Previous IDs: 1934.t000212, 55.m00016, TGME49_058390, TgGLEAN_4421, TgGlmHMM_3988, TgTigrScan_6306, TgTwinScan_6658, mrna.TGME49_058390A, tigr:cds.TGME49_058390A<br>	
TGME49_258400	TGME49_258400-t26_1	N/A	Previous IDs: 1934.t000213, 55.m04756, TGME49_058400, TgGLEAN_4205, TgGlmHMM_3989, TgTigrScan_2217, TgTwinScan_6659, mrna.TGME49_058400A, tigr:cds.TGME49_058400A<br>	
TGME49_258410	TGME49_258410-t26_1	PHIL1	Previous IDs: 1934.t000214, 55.m10265, TGME49_058410, TgGLEAN_4205, TgGlmHMM_3989, TgTwinScan_6660, mrna.TGME49_058410A, tigr:cds.TGME49_058410A<br>	
TGME49_258420	TGME49_258420-t26_1	N/A	Previous IDs: 1934.t000215, 55.m04757, TGME49_058420, TgGLEAN_4422, TgGLEAN_4423, TgGlmHMM_3990, TgTigrScan_2218, TgTigrScan_2219, TgTwinScan_6661, mrna.TGME49_058420A, tigr:cds.TGME49_058420A<br>	
TGME49_258450	TGME49_258450-t26_1	N/A	Previous IDs: 1934.t000216, 55.m04758, TGME49_058450, TgGlmHMM_3991, TgTigrScan_2221, mrna.TGME49_058450A, tigr:cds.TGME49_058450A<br>	
TGME49_258458	TGME49_258458-t26_1	N/A	Previous IDs: 1934.t000217, 55.m04759, TGME49_058460, TgGLEAN_4426, TgGlmHMM_3992, TgTigrScan_2222<br>	
TGME49_258462	TGME49_258462-t26_1	N/A	Previous IDs: 1934.t000218, TGME49_058460, TgGLEAN_4426, TgGlmHMM_3992, TgTigrScan_2222, mrna.TGME49_058460A, tigr:cds.TGME49_058460A<br>	
TGME49_258470	TGME49_258470-t26_1	N/A	Previous IDs: 1934.t000219, 55.m04760, TGME49_058470, TgGLEAN_4203, TgTigrScan_2223, TgTwinScan_6665, mrna.TGME49_058470A, tigr:cds.TGME49_058470A<br>	
TGME49_258480	TGME49_258480-t26_1	N/A	Previous IDs: 1934.t000220, 55.m04761, TGME49_058480, TgGLEAN_4427, TgGlmHMM_3992, TgTigrScan_2225, TgTwinScan_6666, TgTwinScan_6667, mrna.TGME49_058480A, tigr:cds.TGME49_058480A<br>	
TGME49_258490	TGME49_258490-t26_1	N/A	Previous IDs: 1934.t000221, 55.m04762, TGME49_058490, TgGLEAN_4202, TgGlmHMM_3993, TgTigrScan_2226, TgTwinScan_6668, mrna.TGME49_058490A, tigr:cds.TGME49_058490A<br>	
TGME49_258500	TGME49_258500-t26_1	N/A	Previous IDs: 1934.t000222, 55.m04763, TGME49_058500, TgGLEAN_4428, TgGlmHMM_3994, TgTigrScan_2227, TgTwinScan_6669, mrna.TGME49_058500A, tigr:cds.TGME49_058500A<br>	
TGME49_258508	TGME49_258508-t26_1	N/A	Previous IDs: 1934.t000223, 55.m04764, TGME49_058510, TgGLEAN_4201, TgGlmHMM_3995, TgTigrScan_2228, TgTwinScan_6670<br>	
TGME49_258512	TGME49_258512-t26_1	N/A	Previous IDs: 1934.t000224, TGME49_058510, TgGLEAN_4201, TgGlmHMM_3995, TgTigrScan_2228, TgTwinScan_6670, mrna.TGME49_058510A, tigr:cds.TGME49_058510A<br>	
TGME49_258520	TGME49_258520-t26_1	N/A	Previous IDs: 1934.t000225, 55.m04766, TGME49_058520, TgGLEAN_4429, TgGlmHMM_3996, TgTigrScan_2229, TgTwinScan_6671, mrna.TGME49_058520A, tigr:cds.TGME49_058520A<br>	
TGME49_258530	TGME49_258530-t26_1	N/A	Previous IDs: 1934.t000226, 55.m04767, TGME49_058530, TgGLEAN_4200, TgGlmHMM_3997, TgTwinScan_6672, mrna.TGME49_058530A, tigr:cds.TGME49_058530A<br>	
